id,happiness,survey_type,province,gender,nationality,religion,religion_freq,edu,income,political,health,health_problem,depression,hukou,socialize,relax,learn,equity,class,work_exper,work_status,work_type,work_manage,family_income,family_status,car,marital
14729,2,1.0,1,2,1,1,1,6.0,40000.0,1,3,3,3,1,3,4,4,4,5,5,,,,400000.0,3,2,7
14730,4,1.0,18,1,1,1,1,4.0,20000.0,1,4,4,3,2,2,3,1,2,4,1,3.0,1.0,3.0,20000.0,3,2,6
14731,3,1.0,19,2,1,1,1,12.0,50000.0,2,5,5,4,5,3,4,5,4,5,1,8.0,1.0,3.0,100000.0,3,2,1
14732,3,1.0,27,1,1,1,1,4.0,20000.0,1,3,4,4,2,2,3,2,2,2,1,2.0,1.0,4.0,30000.0,2,2,3
14733,4,1.0,12,2,1,1,1,1.0,-1.0,1,2,3,3,4,2,1,1,4,1,4,,,,6000.0,1,2,7
14734,4,1.0,4,2,1,1,1,10.0,80000.0,4,3,5,5,2,1,4,3,3,5,1,3.0,1.0,2.0,-3.0,3,-8,3
14735,5,1.0,11,2,1,1,1,4.0,-3.0,1,5,5,5,5,4,3,3,2,6,1,3.0,1.0,2.0,-3.0,4,1,3
14736,4,2.0,5,1,1,1,1,4.0,30000.0,1,3,3,3,1,1,3,1,4,3,3,,,,60000.0,3,1,3
14737,4,1.0,1,1,1,1,1,13.0,-3.0,1,4,4,4,8,1,5,4,2,6,1,3.0,1.0,2.0,-3.0,4,2,3
14738,5,1.0,11,2,1,1,1,3.0,24000.0,1,4,4,4,2,4,3,3,2,5,5,,,,48000.0,3,2,3
14739,4,1.0,27,1,1,1,1,3.0,0.0,1,2,3,4,1,2,4,1,2,4,5,,,,30000.0,2,2,3
14740,3,1.0,12,2,1,1,1,6.0,120000.0,1,3,3,3,2,3,3,3,2,6,1,3.0,1.0,3.0,270000.0,3,2,3
14741,4,1.0,7,2,1,1,1,3.0,40000.0,1,5,5,5,1,1,3,1,4,5,1,3.0,1.0,3.0,40000.0,2,2,3
14742,3,1.0,1,2,1,1,1,10.0,100000.0,1,4,4,5,2,3,4,2,4,5,1,3.0,1.0,3.0,140000.0,3,2,3
14743,3,2.0,16,1,1,1,1,4.0,40000.0,1,5,5,4,1,2,3,1,4,7,3,,,,60000.0,3,2,3
14744,5,1.0,21,2,1,1,1,6.0,15000.0,4,5,5,5,5,3,2,2,4,5,1,2.0,1.0,4.0,30000.0,3,1,3
14745,4,1.0,4,1,1,1,1,6.0,200000.0,1,1,3,2,2,3,5,1,2,5,1,8.0,-8.0,4.0,200000.0,3,2,3
14746,4,2.0,26,2,1,1,1,1.0,5000.0,1,4,3,4,1,4,1,1,3,5,3,,,,10000.0,3,2,3
14747,3,2.0,15,1,1,1,1,10.0,50000.0,1,4,4,4,1,4,4,4,2,7,1,3.0,1.0,2.0,50000.0,2,2,1
14748,5,2.0,22,1,1,1,4,4.0,-1.0,4,5,4,5,1,4,2,3,2,5,5,,,,30000.0,3,2,3
14749,5,1.0,27,2,1,0,1,4.0,17500.0,1,4,5,5,2,1,4,2,4,5,1,3.0,1.0,3.0,60000.0,3,2,3
14750,2,2.0,27,2,1,1,1,4.0,-3.0,1,5,4,3,1,2,2,1,2,5,3,,,,-3.0,3,2,3
14751,4,2.0,15,2,1,1,4,4.0,25000.0,1,3,2,3,5,3,4,1,4,2,5,,,,120000.0,3,1,3
14752,4,1.0,4,1,1,1,1,3.0,24000.0,1,3,3,5,1,1,3,1,4,5,5,,,,24000.0,1,2,3
14753,4,2.0,15,2,1,1,1,1.0,0.0,1,3,3,3,1,4,4,1,3,4,4,,,,200000.0,3,2,3
14754,4,1.0,21,2,1,1,1,6.0,0.0,2,4,5,5,2,2,4,4,4,3,6,,,,9000.0,2,2,1
14755,4,2.0,22,2,8,1,1,3.0,10000.0,1,3,3,4,1,5,4,2,4,5,3,,,,10000.0,3,2,3
14756,3,1.0,15,2,1,1,1,10.0,50000.0,1,5,4,5,5,3,5,4,3,3,1,3.0,1.0,3.0,120000.0,3,1,3
14757,4,1.0,10,2,1,1,1,4.0,15000.0,1,5,5,4,1,2,5,4,5,4,1,2.0,1.0,1.0,60000.0,2,2,3
14758,4,2.0,5,1,1,1,1,4.0,60000.0,1,5,5,5,1,4,4,1,4,1,2,,,,60000.0,3,2,3
14759,4,2.0,11,1,1,1,1,4.0,20000.0,1,4,5,5,1,3,3,3,1,3,1,3.0,1.0,3.0,50000.0,3,2,1
14760,5,1.0,11,1,1,1,1,4.0,50000.0,1,5,5,5,1,4,4,2,2,5,1,6.0,1.0,2.0,60000.0,3,1,3
14761,4,1.0,12,2,1,1,1,9.0,24000.0,1,4,5,5,1,3,4,3,2,3,1,3.0,1.0,2.0,90000.0,2,2,2
14762,4,1.0,1,1,1,1,1,12.0,70000.0,4,3,4,4,2,3,3,4,3,6,5,,,,150000.0,4,2,3
14763,4,1.0,1,1,1,1,1,7.0,15000.0,4,3,4,4,2,2,5,2,4,6,5,,,,190000.0,4,2,3
14764,5,2.0,5,2,1,1,1,3.0,0.0,1,5,5,5,1,3,4,2,2,5,6,,,,10000.0,3,1,3
14765,3,1.0,28,2,1,1,1,4.0,0.0,1,4,4,4,1,4,4,1,2,3,5,,,,50000.0,3,2,3
14766,5,1.0,19,2,1,1,1,3.0,10000.0,1,3,-8,4,4,5,5,1,4,5,5,,,,30000.0,3,2,3
14767,4,1.0,15,2,1,1,1,11.0,50000.0,1,5,5,5,2,3,3,2,4,4,1,3.0,1.0,3.0,100000.0,3,2,3
14768,5,2.0,23,2,1,1,3,5.0,12000.0,2,1,5,5,2,1,4,2,1,5,1,3.0,1.0,3.0,63000.0,3,2,2
14769,4,2.0,22,2,8,1,1,1.0,0.0,1,2,2,3,1,3,3,1,4,3,4,,,,5000.0,1,2,7
14770,4,2.0,6,2,1,1,1,4.0,0.0,1,3,4,4,1,3,2,1,2,6,3,,,,20000.0,3,2,3
14771,4,1.0,27,2,1,1,1,12.0,0.0,2,4,4,4,5,2,4,5,2,4,6,,,,60000.0,2,2,1
14772,4,1.0,18,1,1,1,3,10.0,-3.0,2,4,5,5,1,2,4,4,3,3,1,3.0,1.0,3.0,-3.0,3,2,1
14773,3,2.0,6,1,1,1,2,3.0,5000.0,1,2,4,4,1,3,3,1,3,5,3,,,,50000.0,2,2,3
14774,4,1.0,10,2,1,1,1,4.0,0.0,1,5,5,5,1,4,4,1,2,5,5,,,,30000.0,3,2,3
14775,2,1.0,4,2,1,1,1,12.0,84000.0,1,2,4,3,2,2,2,4,2,4,1,3.0,1.0,3.0,86000.0,3,2,1
14776,5,1.0,31,1,1,0,9,4.0,60000.0,1,5,4,4,1,2,2,1,4,2,1,5.0,1.0,2.0,60000.0,2,2,3
14777,4,2.0,5,2,1,1,2,4.0,15000.0,1,4,4,4,2,2,3,2,4,5,3,,,,40000.0,3,2,1
14778,5,2.0,8,2,4,0,4,1.0,4000.0,1,4,4,2,2,1,3,1,5,5,3,,,,20000.0,4,2,3
14779,4,1.0,4,2,1,0,4,6.0,100000.0,1,4,4,3,1,3,2,5,3,7,1,2.0,1.0,2.0,100000.0,4,1,3
14780,4,2.0,8,2,4,0,2,1.0,3000.0,1,5,4,3,1,4,3,1,5,2,2,,,,70000.0,2,2,3
14781,5,1.0,4,1,3,1,1,8.0,60000.0,4,3,5,5,5,2,5,2,4,3,5,,,,-2.0,-8,2,4
14782,4,1.0,21,2,1,1,1,4.0,0.0,1,4,4,4,1,3,4,2,4,5,5,,,,15000.0,3,1,4
14783,4,1.0,15,2,1,1,1,3.0,20000.0,1,2,2,2,5,4,3,2,4,7,5,,,,30000.0,4,2,3
14784,5,1.0,18,2,1,1,1,3.0,20000.0,1,4,4,4,2,2,3,3,4,6,5,,,,30000.0,3,2,3
14785,5,1.0,1,1,1,1,1,7.0,100000.0,1,5,5,5,2,1,4,4,2,6,1,3.0,1.0,3.0,150000.0,3,1,3
14786,4,2.0,21,2,1,1,1,3.0,10000.0,1,4,4,4,1,2,3,1,4,6,3,,,,30000.0,4,2,3
14787,3,1.0,7,1,1,1,1,9.0,32000.0,4,2,2,2,2,2,4,5,2,3,1,3.0,1.0,2.0,80000.0,3,2,3
14788,4,1.0,31,1,1,1,1,4.0,20000.0,1,4,4,4,1,2,2,3,2,3,1,3.0,1.0,3.0,20000.0,2,2,3
14789,4,1.0,31,1,1,1,1,1.0,60000.0,1,4,4,4,2,3,4,2,4,4,1,1.0,2.0,1.0,300000.0,4,1,3
14790,4,1.0,18,2,1,1,1,3.0,3000.0,1,4,4,3,2,2,4,1,3,4,1,5.0,2.0,3.0,10000.0,2,2,6
14791,5,2.0,17,1,1,1,1,4.0,30000.0,1,4,5,5,1,2,2,2,2,6,1,3.0,1.0,2.0,30000.0,3,1,3
14792,2,2.0,31,2,1,1,1,3.0,0.0,1,1,1,3,1,5,3,1,4,3,4,,,,0.0,1,2,7
14793,4,1.0,9,1,1,1,1,4.0,25000.0,1,5,4,5,1,2,4,1,4,7,1,2.0,-8.0,4.0,70000.0,4,1,3
14794,5,1.0,16,2,1,-8,1,1.0,0.0,1,1,2,4,1,4,4,1,5,6,4,,,,0.0,3,2,3
14795,5,1.0,24,2,1,1,1,4.0,0.0,1,5,5,5,1,2,4,1,3,5,5,,,,-3.0,3,2,2
14796,4,2.0,31,2,1,1,1,4.0,30000.0,1,3,5,5,1,4,4,1,4,5,4,,,,60000.0,3,2,3
14797,5,1.0,9,2,1,1,1,4.0,10000.0,1,4,4,4,1,3,3,1,3,4,4,,,,20000.0,3,2,3
14798,4,2.0,2,2,8,1,1,3.0,1500.0,1,4,4,4,1,5,1,1,4,4,3,,,,3500.0,2,2,3
14799,4,1.0,22,1,1,1,1,4.0,40000.0,1,4,4,4,1,2,3,2,4,6,4,,,,60000.0,3,2,3
14800,4,2.0,16,1,1,0,2,4.0,100000.0,1,3,4,4,1,2,3,1,2,5,1,2.0,2.0,4.0,150000.0,4,1,3
14801,4,2.0,5,1,1,1,1,4.0,50000.0,1,5,5,4,1,4,3,1,4,4,3,,,,50000.0,3,2,3
14802,5,1.0,24,1,1,0,8,4.0,300000.0,1,5,5,4,1,5,4,1,4,10,1,1.0,2.0,1.0,300000.0,4,1,3
14803,4,1.0,4,1,1,1,1,4.0,70000.0,1,5,5,4,2,3,4,2,4,5,1,1.0,1.0,4.0,700000.0,2,2,3
14804,2,2.0,9,2,1,1,1,3.0,5000.0,1,2,3,3,1,2,3,1,3,1,3,,,,5000.0,2,2,5
14805,4,1.0,18,2,1,0,5,3.0,25000.0,1,4,4,5,2,1,3,2,4,4,1,3.0,2.0,3.0,70000.0,2,2,3
14806,4,2.0,24,1,1,0,1,3.0,15000.0,4,3,5,5,1,3,3,3,2,2,1,3.0,1.0,3.0,25000.0,2,2,3
14807,4,1.0,1,2,1,1,1,6.0,40000.0,1,3,3,4,2,4,4,3,4,4,5,,,,40000.0,3,2,7
14808,5,1.0,27,1,1,1,1,4.0,25000.0,4,4,5,5,4,2,3,4,1,4,1,3.0,1.0,3.0,50000.0,2,2,3
14809,3,2.0,18,2,1,1,1,1.0,10000.0,1,3,3,2,1,3,2,1,2,1,3,,,,30000.0,2,2,3
14810,3,2.0,2,1,1,-8,1,6.0,-1.0,1,3,5,4,1,2,2,2,3,3,1,7.0,1.0,4.0,30000.0,3,1,1
14811,4,2.0,19,1,1,1,1,7.0,100000.0,1,4,5,5,4,3,3,3,4,6,1,2.0,1.0,1.0,150000.0,3,1,3
14812,4,1.0,12,2,1,1,1,6.0,40000.0,1,3,3,3,5,2,4,3,4,4,5,,,,80000.0,3,2,3
14813,4,1.0,31,1,1,1,1,4.0,50000.0,1,4,5,4,2,2,3,1,2,5,1,2.0,1.0,4.0,50000.0,3,2,3
14814,4,1.0,11,2,1,1,1,7.0,40000.0,4,3,4,4,5,2,2,2,4,6,5,,,,50000.0,3,1,3
14815,4,2.0,31,1,1,1,1,3.0,7000.0,1,4,4,4,1,4,4,1,4,5,3,,,,30000.0,3,2,3
14816,4,1.0,12,2,1,1,1,4.0,60000.0,1,4,5,4,1,3,3,2,1,5,1,3.0,1.0,3.0,150000.0,4,2,1
14817,4,2.0,13,2,1,-8,1,3.0,1000.0,1,1,2,2,1,4,5,1,5,3,4,,,,85000.0,-8,2,3
14818,4,1.0,31,1,1,1,1,4.0,23000.0,1,5,5,5,2,4,4,2,2,4,1,5.0,2.0,3.0,40000.0,2,2,3
14819,5,1.0,9,1,1,1,1,4.0,100000.0,1,5,5,5,2,2,2,1,5,5,1,2.0,1.0,4.0,100000.0,3,1,3
14820,3,1.0,13,2,1,1,1,6.0,22800.0,1,2,3,3,2,2,4,3,4,5,5,,,,52800.0,3,2,3
14821,4,2.0,21,2,1,1,1,3.0,-1.0,1,4,4,4,1,4,4,2,4,4,5,,,,40000.0,3,1,3
14822,4,1.0,22,1,1,1,1,6.0,0.0,1,3,4,3,1,4,4,2,2,5,1,1.0,1.0,4.0,20000.0,3,2,3
14823,4,1.0,1,1,1,1,1,6.0,30000.0,1,3,4,4,2,3,3,2,2,3,1,3.0,1.0,4.0,90000.0,2,2,1
14824,4,1.0,9,2,1,1,1,1.0,0.0,1,4,4,4,2,3,2,1,3,5,4,,,,30000.0,3,2,3
14825,4,1.0,12,2,1,1,1,3.0,40800.0,1,3,5,5,5,3,4,1,3,5,5,,,,120000.0,4,2,3
14826,5,1.0,19,2,1,1,1,4.0,60000.0,4,5,4,4,5,2,4,3,4,7,1,3.0,1.0,3.0,100000.0,3,2,3
14827,2,1.0,12,2,1,0,8,4.0,31200.0,1,3,-8,4,5,2,4,2,2,3,5,,,,62400.0,2,2,3
14828,4,1.0,4,2,1,1,1,1.0,42000.0,4,1,3,3,2,2,4,1,4,5,5,,,,42000.0,3,2,7
14829,4,2.0,22,2,1,1,1,3.0,700.0,1,2,3,3,1,4,3,1,4,5,6,,,,-2.0,2,2,7
14830,3,1.0,24,2,1,1,2,4.0,36000.0,2,3,4,2,1,2,3,2,2,-8,5,,,,-2.0,-8,1,3
14831,5,1.0,17,1,1,1,1,12.0,60000.0,4,5,5,5,2,2,5,5,4,4,1,3.0,1.0,2.0,100000.0,2,1,3
14832,2,1.0,27,1,1,1,1,4.0,16800.0,4,2,2,4,2,3,3,4,2,2,1,3.0,1.0,3.0,54000.0,2,2,3
14833,2,2.0,18,1,1,1,1,3.0,5000.0,1,5,4,4,1,3,1,1,4,2,3,,,,20000.0,3,2,3
14834,4,2.0,2,2,8,0,3,4.0,8000.0,1,4,3,3,1,3,3,2,3,5,3,,,,30000.0,3,2,3
14835,4,1.0,12,2,1,1,1,13.0,100000.0,1,4,5,5,5,3,4,3,3,7,1,2.0,1.0,1.0,200000.0,3,1,3
14836,4,2.0,2,2,1,1,1,3.0,4000.0,1,2,3,3,1,2,3,1,2,1,3,,,,10000.0,2,2,3
14837,4,1.0,31,1,1,1,1,3.0,44400.0,4,5,5,5,2,3,4,3,3,4,1,4.0,1.0,3.0,44400.0,2,2,4
14838,5,1.0,4,1,1,1,1,10.0,50000.0,1,4,5,5,5,2,4,3,4,6,5,,,,50000.0,4,2,3
14839,4,1.0,16,2,1,1,1,12.0,80000.0,1,4,3,4,2,3,4,2,2,7,5,,,,100000.0,4,2,3
14840,4,1.0,6,1,1,1,1,4.0,36000.0,1,4,4,4,1,3,2,1,4,5,1,4.0,1.0,3.0,50000.0,3,2,3
14841,4,2.0,18,1,1,1,1,1.0,0.0,1,4,4,4,1,4,4,1,4,5,3,,,,9600.0,4,2,3
14842,4,2.0,29,1,1,1,1,4.0,20000.0,1,1,2,2,1,4,4,1,4,7,2,,,,25000.0,3,2,3
14843,5,2.0,17,2,1,1,1,3.0,2160.0,1,4,3,2,1,3,5,1,1,4,4,,,,4320.0,3,2,3
14844,4,2.0,6,1,1,1,1,1.0,780.0,1,4,4,4,1,3,2,1,4,4,4,,,,1560.0,2,2,3
14845,5,1.0,21,2,1,1,1,3.0,40000.0,1,4,4,4,5,2,4,1,4,5,5,,,,80000.0,3,2,3
14846,4,2.0,9,2,1,1,1,3.0,760.0,1,2,3,3,1,4,4,1,4,5,3,,,,20000.0,2,2,7
14847,4,1.0,21,2,1,1,2,4.0,0.0,1,4,4,4,1,4,4,2,1,5,6,,,,40000.0,2,2,3
14848,5,1.0,13,1,8,1,1,4.0,5000.0,1,5,4,4,1,4,3,1,5,5,2,,,,20000.0,3,2,3
14849,4,1.0,19,1,1,1,3,6.0,50000.0,1,4,4,4,1,3,4,2,4,5,1,3.0,1.0,2.0,200000.0,2,2,3
14850,3,1.0,1,1,1,1,1,4.0,8000.0,1,2,1,1,2,2,4,1,3,1,5,,,,8000.0,1,2,1
14851,3,1.0,5,1,3,1,1,7.0,36000.0,1,4,3,3,2,2,3,3,3,4,1,3.0,1.0,3.0,36000.0,3,2,1
14852,4,2.0,3,2,1,1,1,4.0,6000.0,1,4,4,2,1,3,3,1,2,3,3,,,,6000.0,2,2,3
14853,4,2.0,17,1,1,1,1,4.0,4000.0,1,2,-8,5,1,4,4,4,2,1,4,,,,8000.0,3,2,3
14854,4,2.0,9,2,1,1,1,3.0,20000.0,1,4,5,4,1,2,3,1,4,5,3,,,,30000.0,2,2,3
14855,4,2.0,22,1,1,1,1,4.0,0.0,1,3,3,4,1,5,4,2,4,7,4,,,,-2.0,3,2,3
14856,2,1.0,12,2,1,0,4,3.0,36000.0,1,3,3,4,1,3,1,1,2,1,6,,,,36000.0,2,2,5
14857,4,2.0,5,1,1,1,1,3.0,20000.0,1,2,3,4,1,2,2,1,4,4,3,,,,60000.0,2,2,3
14858,4,2.0,10,2,1,1,1,4.0,20000.0,1,4,4,4,1,3,4,2,3,3,3,,,,80000.0,3,1,3
14859,4,2.0,29,1,1,1,1,6.0,50000.0,1,4,3,4,1,2,4,4,4,4,2,,,,100000.0,3,2,3
14860,4,1.0,22,2,1,1,3,7.0,30000.0,1,4,4,4,1,2,3,3,4,5,1,2.0,1.0,4.0,100000.0,3,2,3
14861,3,2.0,18,2,1,1,6,3.0,-1.0,1,2,2,2,1,5,4,1,1,4,3,,,,35000.0,2,2,3
14862,2,1.0,2,2,1,1,1,1.0,3000.0,1,4,4,4,2,2,2,2,2,5,4,,,,30000.0,3,2,3
14863,4,2.0,13,2,8,1,1,3.0,3000.0,1,4,4,3,1,5,5,2,4,6,2,,,,5000.0,2,2,3
14864,4,1.0,27,1,1,1,1,13.0,12000.0,4,5,4,3,2,4,3,4,4,3,1,3.0,1.0,2.0,12000.0,3,2,1
14865,4,2.0,2,1,8,1,1,3.0,10000.0,1,4,4,4,1,3,2,1,2,4,2,,,,15000.0,3,2,3
14866,4,2.0,28,2,1,1,1,1.0,30000.0,1,4,4,5,1,4,2,1,4,4,3,,,,30000.0,2,2,3
14867,4,1.0,22,2,1,1,1,4.0,24000.0,1,5,4,5,2,4,4,2,4,5,5,,,,24000.0,3,1,3
14868,4,1.0,3,2,2,1,1,10.0,50000.0,1,1,2,1,2,3,3,4,2,5,1,3.0,1.0,3.0,80000.0,2,1,3
14869,3,2.0,2,1,8,1,1,3.0,-2.0,1,3,5,3,1,2,4,1,2,4,4,,,,-3.0,2,2,3
14870,4,1.0,16,1,1,1,1,3.0,10000.0,1,3,3,4,1,3,3,3,4,6,4,,,,40000.0,3,2,3
14871,4,1.0,1,2,1,1,1,5.0,86000.0,2,4,4,4,2,2,2,4,2,5,1,6.0,-8.0,3.0,80000.0,3,2,6
14872,4,1.0,7,2,1,1,1,11.0,30000.0,1,4,5,5,2,3,4,2,4,6,5,,,,70000.0,3,2,3
14873,3,1.0,12,2,1,0,6,3.0,-1.0,1,4,4,3,1,2,3,1,2,7,5,,,,-3.0,3,2,3
14874,4,2.0,16,1,1,1,1,4.0,35000.0,1,3,5,4,1,4,1,1,3,4,2,,,,100000.0,2,2,3
14875,4,2.0,28,1,1,1,1,3.0,10500.0,1,2,2,3,1,1,3,1,5,3,3,,,,10500.0,2,2,3
14876,4,1.0,4,2,1,1,1,6.0,50000.0,1,4,5,4,4,2,5,2,3,2,1,3.0,1.0,3.0,55000.0,2,2,6
14877,4,2.0,31,2,1,1,1,6.0,0.0,1,3,4,5,1,3,3,1,3,4,3,,,,100000.0,3,1,7
14878,1,2.0,31,2,1,1,1,4.0,39000.0,1,5,5,2,1,1,5,1,3,1,4,,,,78000.0,1,2,3
14879,4,1.0,27,1,1,0,3,12.0,20000.0,1,4,3,3,2,3,4,1,2,7,1,3.0,1.0,3.0,20000.0,2,2,3
14880,4,2.0,31,2,1,1,1,1.0,2280.0,1,4,3,2,1,1,5,1,4,1,4,,,,4560.0,1,2,3
14881,4,1.0,10,2,1,1,1,12.0,60000.0,1,5,5,4,2,3,2,2,4,5,1,8.0,-8.0,4.0,60000.0,3,1,1
14882,5,2.0,8,1,4,0,9,1.0,1000.0,1,4,5,5,1,1,4,5,5,8,3,,,,40000.0,3,2,7
14883,4,2.0,15,1,1,1,1,4.0,33600.0,1,3,3,3,4,1,4,1,3,7,5,,,,60000.0,3,2,3
14884,3,1.0,12,1,1,1,1,4.0,20000.0,1,4,3,3,5,3,3,2,2,3,5,,,,80000.0,3,2,3
14885,4,1.0,4,1,1,1,1,3.0,23000.0,1,3,2,4,1,2,3,4,2,1,3,,,,30000.0,3,2,3
14886,3,2.0,6,1,1,1,1,4.0,20000.0,1,3,3,3,1,2,2,2,2,5,3,,,,40000.0,3,2,3
14887,3,2.0,21,2,1,1,1,3.0,0.0,1,2,2,1,1,4,4,1,3,4,6,,,,30000.0,2,2,3
14888,5,2.0,10,2,1,1,1,1.0,0.0,1,4,4,5,1,3,1,1,4,5,4,,,,-1.0,3,2,3
14889,4,1.0,4,1,1,1,1,12.0,1000000.0,1,3,5,3,5,4,4,4,2,8,1,1.0,1.0,1.0,1000000.0,4,1,3
14890,2,1.0,6,2,1,1,1,3.0,12000.0,1,3,4,4,2,3,3,1,2,5,5,,,,80000.0,2,2,7
14891,4,1.0,4,2,1,1,1,3.0,36000.0,1,3,3,4,1,2,2,2,4,3,1,3.0,1.0,3.0,36000.0,2,2,3
14892,3,2.0,13,2,8,1,1,6.0,800.0,1,5,3,2,1,1,4,1,4,3,3,,,,800.0,1,2,3
14893,4,1.0,6,1,1,1,1,10.0,36000.0,4,3,4,5,4,2,4,2,4,6,5,,,,72000.0,4,2,3
14894,4,1.0,16,1,8,1,1,4.0,30000.0,1,5,4,5,1,3,3,3,4,5,1,2.0,1.0,4.0,32000.0,2,2,3
14895,2,1.0,5,1,1,1,1,3.0,20000.0,1,4,4,3,1,4,4,1,4,2,3,,,,20000.0,2,2,3
14896,4,1.0,6,2,1,1,1,1.0,2000.0,1,3,3,4,1,2,2,1,4,4,4,,,,2000.0,2,2,3
14897,3,1.0,13,1,1,1,1,4.0,14400.0,1,3,3,3,5,2,4,2,4,4,5,,,,14400.0,3,2,3
14898,2,1.0,29,2,1,1,1,1.0,10000.0,1,2,2,3,4,4,4,1,2,5,5,,,,30000.0,2,2,3
14899,5,2.0,15,1,1,1,1,3.0,-1.0,1,5,4,4,1,4,4,3,3,4,4,,,,-1.0,3,2,3
14900,3,1.0,26,1,1,1,1,3.0,24000.0,1,2,-8,5,5,4,4,1,4,4,5,,,,24000.0,2,2,7
14901,4,1.0,27,1,1,1,1,4.0,60000.0,1,4,4,5,1,3,2,2,4,7,1,1.0,1.0,4.0,60000.0,2,2,3
14902,3,2.0,6,2,1,1,3,1.0,6000.0,1,3,4,4,1,3,3,2,3,1,3,,,,10000.0,3,2,3
14903,4,1.0,16,2,1,1,1,1.0,0.0,1,4,4,3,4,4,4,2,2,7,6,,,,30000.0,2,2,3
14904,3,1.0,16,2,1,1,1,3.0,0.0,1,2,2,3,1,1,4,1,4,1,6,,,,10000.0,2,2,3
14905,4,2.0,3,2,1,0,1,3.0,4080.0,1,2,2,4,1,3,3,1,2,4,3,,,,30000.0,3,2,3
14906,4,1.0,22,2,1,0,6,3.0,0.0,1,4,4,4,2,3,4,2,4,5,6,,,,-2.0,3,1,7
14907,4,2.0,18,2,1,0,2,1.0,0.0,1,2,2,2,1,4,4,1,4,5,4,,,,-2.0,3,2,3
14908,3,1.0,26,1,1,1,1,4.0,20000.0,1,2,2,3,1,2,3,1,2,2,1,5.0,1.0,4.0,20000.0,2,2,3
14909,4,2.0,23,1,1,1,1,1.0,2500.0,2,3,1,1,1,1,2,1,5,1,3,,,,4000.0,1,2,3
14910,5,2.0,22,2,1,1,1,1.0,0.0,1,4,5,5,1,1,5,1,3,6,4,,,,150000.0,3,1,7
14911,1,1.0,13,2,1,0,4,3.0,-2.0,1,2,2,3,1,3,1,1,1,2,5,,,,-2.0,1,2,1
14912,4,1.0,5,2,1,1,1,10.0,200000.0,1,4,4,4,2,2,4,3,3,5,1,3.0,1.0,2.0,200000.0,4,1,7
14913,4,1.0,12,2,4,1,1,13.0,50000.0,4,4,5,3,5,2,5,4,4,4,1,3.0,1.0,3.0,80000.0,2,2,3
14914,4,1.0,5,1,1,1,1,9.0,300000.0,4,3,4,5,2,2,4,1,2,3,1,3.0,1.0,2.0,500000.0,2,2,3
14915,4,1.0,9,2,1,1,1,3.0,30000.0,1,4,4,4,1,4,3,1,5,8,1,2.0,2.0,4.0,80000.0,4,1,3
14916,3,2.0,31,2,1,1,1,3.0,10000.0,1,4,4,4,1,2,4,2,4,4,4,,,,50000.0,4,1,3
14917,2,2.0,18,2,1,1,1,4.0,8000.0,1,5,5,5,1,4,2,2,2,3,3,,,,8888.0,2,2,3
14918,4,1.0,15,2,1,1,1,3.0,0.0,1,4,4,4,1,3,3,2,3,4,1,3.0,1.0,3.0,5000000.0,2,2,3
14919,4,1.0,7,1,1,1,1,4.0,24000.0,1,2,1,1,5,2,4,1,2,1,5,,,,24000.0,1,2,3
14920,3,1.0,12,2,1,0,4,3.0,5000.0,1,3,3,4,1,3,3,1,2,5,1,5.0,2.0,3.0,18000.0,3,2,3
14921,5,2.0,23,1,1,0,1,4.0,40000.0,1,4,5,3,1,2,2,1,3,5,3,,,,60000.0,2,2,1
14922,4,1.0,27,1,1,1,1,10.0,0.0,1,4,5,4,2,1,4,1,3,5,5,,,,25000.0,2,2,3
14923,4,1.0,24,1,1,0,6,6.0,30000.0,1,2,3,-8,1,4,3,4,4,3,1,2.0,1.0,1.0,60000.0,3,2,3
14924,4,2.0,21,2,1,1,1,1.0,700.0,1,3,3,3,1,4,4,1,4,5,4,,,,80000.0,3,2,3
14925,5,2.0,10,2,1,1,1,3.0,50000.0,1,5,5,5,1,3,4,1,2,10,5,,,,100000.0,5,2,3
14926,4,1.0,15,1,1,1,1,3.0,24000.0,4,3,2,2,2,4,4,4,2,4,5,,,,40000.0,2,2,3
14927,4,1.0,21,2,1,1,1,4.0,24000.0,1,2,3,4,2,2,3,2,4,5,5,,,,60000.0,2,2,3
14928,5,1.0,18,2,1,1,1,11.0,30000.0,4,5,4,4,2,1,3,4,2,4,1,3.0,1.0,2.0,50000.0,3,1,3
14929,4,2.0,24,1,1,1,1,1.0,500.0,1,3,3,3,1,3,3,1,3,2,4,,,,500.0,2,2,3
14930,4,1.0,31,1,1,1,1,6.0,30000.0,4,4,5,5,2,2,4,2,2,5,5,,,,60000.0,3,2,3
14931,4,2.0,26,1,1,1,1,3.0,-1.0,1,4,4,4,1,4,2,1,1,3,3,,,,-1.0,3,2,3
14932,4,1.0,16,2,1,1,1,3.0,9000.0,1,5,4,3,1,3,4,1,4,4,3,,,,26000.0,3,2,3
14933,4,1.0,4,1,1,1,1,7.0,40000.0,1,3,5,3,5,3,4,4,2,7,1,3.0,-8.0,3.0,80000.0,2,2,3
14934,1,1.0,31,2,1,1,1,3.0,3000.0,1,2,3,5,1,1,3,1,5,5,4,,,,6000.0,2,2,3
14935,2,1.0,2,1,1,1,1,1.0,5000.0,1,3,2,1,1,2,3,1,3,2,3,,,,6000.0,1,2,3
