id,happiness,survey_type,province,city,county,survey_time,gender,birth,nationality,religion,religion_freq,edu,income,political,floor_area,height_cm,weight_jin,health,health_problem,depression,hukou,socialize,relax,learn,equity,class,family_income,family_m,family_status,house,car,marital,status_peer,status_3_before,view,inc_ability
6250,4,1,24,71,111,16659,1,1951,1,0,5,3,36000.0,1,90.0,165.0,135.0,5,5,5,5,3,3,3,3,4,60000.0,2,3,1,2,3,3,2,3,3
6251,5,2,19,57,92,16633,1,1970,1,1,1,4,25000.0,1,90.0,170.0,108.0,4,3,5,1,2,3,1,4,5,100000.0,2,2,2,1,3,2,1,4,2
6252,4,2,21,61,97,16633,1,1965,1,1,1,3,20000.0,1,220.0,173.0,120.0,4,4,3,1,1,4,1,4,4,40000.0,2,3,1,2,4,3,2,4,2
6253,4,1,16,46,78,16648,2,1967,1,1,1,4,20000.0,1,130.0,160.0,124.0,4,2,3,2,3,3,1,3,5,40000.0,3,3,1,1,3,3,2,4,3
6254,2,1,9,22,44,16623,2,1936,4,0,2,1,960.0,1,200.0,157.0,140.0,2,2,4,1,3,3,4,5,1,24000.0,5,2,2,2,7,3,3,3,3
6255,4,1,7,18,34,16653,2,1941,1,0,5,3,25000.0,1,20.0,150.0,132.0,4,4,5,5,2,1,1,4,4,25000.0,1,2,1,2,3,3,2,4,2
6256,3,1,11,31,54,16634,1,1964,1,1,1,11,40000.0,4,100.0,170.0,180.0,3,3,3,2,2,3,3,2,3,140000.0,1,3,1,1,3,2,2,4,3
6257,3,1,26,74,114,16658,2,1967,1,1,1,10,48000.0,1,120.0,155.0,114.0,4,3,4,4,4,4,3,2,5,120000.0,2,4,2,2,3,3,2,2,3
6258,4,2,18,52,85,16638,2,1962,1,1,1,4,5000.0,1,120.0,160.0,110.0,5,4,4,1,4,4,1,4,1,5000.0,2,2,1,2,7,3,2,4,2
6259,4,1,4,7,20,16726,2,1978,1,1,1,9,80000.0,1,62.5,160.0,96.0,4,4,4,1,1,3,3,3,5,200000.0,2,3,1,2,3,2,2,4,2
6260,4,1,11,31,54,16637,2,1972,1,1,1,6,20000.0,1,80.0,159.0,120.0,3,3,4,1,3,4,2,3,3,70000.0,3,3,1,2,3,2,1,5,2
6261,4,2,9,20,42,16621,2,1974,1,1,1,4,0.0,1,130.0,155.0,108.0,4,5,4,1,3,3,3,4,6,70000.0,5,3,1,2,3,2,2,4,2
6262,4,1,26,76,116,16709,1,1963,1,1,1,4,80000.0,1,90.0,175.0,130.0,5,5,5,2,3,3,2,4,4,150000.0,3,4,1,1,3,2,2,3,2
6263,1,2,29,82,124,16639,1,1955,1,1,1,3,15000.0,1,30.0,165.0,125.0,1,1,1,1,3,3,1,4,1,15000.0,2,1,1,2,3,3,3,3,3
6264,5,2,31,86,129,16665,1,1970,3,1,1,4,0.0,1,130.0,177.0,160.0,4,5,5,2,4,4,1,4,6,0.0,3,3,1,2,3,2,3,4,4
6265,3,1,19,57,93,16631,2,1943,1,1,1,2,60000.0,1,103.0,154.0,104.0,3,3,1,4,2,3,1,4,4,100000.0,4,3,3,2,3,2,2,3,2
6266,4,2,18,53,87,16631,2,1991,1,1,1,4,0.0,1,200.0,160.0,90.0,5,4,5,1,5,5,2,3,1,20000.0,3,3,1,2,3,2,3,3,3
6267,4,2,5,10,26,16648,1,1968,1,1,1,4,25000.0,1,100.0,170.0,130.0,5,5,4,1,4,3,1,4,4,50000.0,2,3,1,2,3,2,2,4,2
6268,5,1,27,78,118,16652,1,1983,1,1,1,12,48000.0,1,62.0,182.0,160.0,4,4,4,2,2,5,2,2,4,102000.0,2,3,1,1,3,2,1,4,2
6269,4,1,13,35,65,16701,2,1950,6,0,3,1,1000.0,1,360.0,150.0,80.0,4,4,4,1,2,4,1,4,3,73913.19252285441,1,2,1,2,7,3,2,3,2
6270,3,1,19,57,91,16631,1,1933,1,1,1,4,60000.0,1,52.0,174.0,164.0,3,5,3,5,2,5,3,2,4,100000.0,2,3,1,2,3,1,2,3,4
6271,5,2,9,22,44,16620,1,1973,1,1,1,4,5000.0,1,90.0,170.0,100.0,5,4,4,1,3,3,3,4,4,5000.0,1,2,1,2,3,2,2,4,2
6272,4,2,10,28,51,16645,1,1977,1,1,1,5,100000.0,1,90.0,178.0,150.0,5,4,4,1,4,5,1,3,5,130000.0,4,3,2,2,3,2,2,4,2
6273,3,2,16,47,79,16642,2,1962,1,0,1,1,500.0,1,180.0,148.0,82.0,2,2,3,1,3,1,1,3,3,30000.0,4,1,2,2,3,3,2,3,4
6274,4,1,1,1,8,16698,1,1976,1,1,2,12,40000.0,1,102.0,179.0,148.0,4,4,4,2,3,3,2,3,6,80000.0,3,3,1,2,1,2,2,4,2
6275,4,2,19,56,90,16632,1,1944,1,1,1,3,60000.0,4,270.0,171.0,146.0,3,4,5,4,2,4,3,3,5,80000.0,3,3,1,2,3,1,2,4,2
6276,4,2,31,89,134,16667,2,1989,1,1,1,4,0.0,1,100.0,163.0,110.0,5,5,5,1,2,4,2,5,5,20000.0,3,2,1,2,3,3,2,4,2
6277,4,1,12,34,63,16657,1,1975,1,0,7,12,150000.0,1,78.0,170.0,140.0,4,3,3,2,3,3,3,2,2,150000.0,4,1,0,2,3,3,2,2,3
6278,4,2,9,22,44,16621,1,1950,1,1,1,3,1500.0,1,70.0,168.0,164.0,2,2,3,1,1,4,1,4,5,1500.0,2,3,1,2,3,2,1,4,2
6279,4,1,4,7,19,16726,2,1986,1,1,1,10,70000.0,1,60.0,160.0,128.0,4,5,4,1,1,4,2,2,4,200000.0,2,2,1,1,3,2,1,4,3
6280,3,2,29,82,124,16639,1,1955,1,0,1,6,30000.0,4,170.0,165.0,120.0,3,3,3,1,3,3,1,3,3,30000.0,2,3,1,2,3,2,2,3,3
6281,4,1,12,34,64,16656,1,1954,1,1,1,12,35259.56261583267,3,120.0,178.0,160.0,4,4,4,2,3,3,3,2,6,73913.19252285441,4,3,1,1,3,2,2,1,4
6282,2,1,17,48,80,16642,1,1986,1,1,1,4,20000.0,1,107.0,165.0,130.0,5,5,5,5,1,3,1,2,5,30000.0,3,3,0,2,3,2,2,1,2
6283,4,1,21,61,97,16636,2,1988,1,1,1,12,80000.0,1,120.0,170.0,140.0,4,5,5,5,2,4,2,4,5,13000.0,5,4,1,2,3,2,2,5,2
6284,5,1,10,26,48,16641,2,1974,1,1,1,4,36000.0,1,95.0,162.0,104.0,4,4,5,2,2,2,2,4,5,102000.0,4,3,2,1,4,2,1,3,2
6285,3,1,12,32,58,16674,1,1995,1,1,1,6,12000.0,1,50.0,160.0,95.0,3,3,3,2,3,3,3,4,3,12000.0,1,2,1,2,1,3,1,3,2
6286,4,1,27,79,119,16641,2,1974,1,1,1,3,30000.0,1,70.0,160.0,110.0,4,4,4,1,2,2,1,2,4,60000.0,2,2,1,2,3,3,2,4,3
6287,4,2,17,49,82,16643,2,1986,1,1,1,10,20000.0,1,200.0,160.0,150.0,5,5,5,4,2,4,4,2,5,73913.19252285441,5,3,2,1,3,2,2,4,3
6288,3,1,31,87,131,16662,1,1975,1,1,1,4,50000.0,1,84.0,172.0,120.0,4,5,4,1,2,4,2,4,1,50000.0,4,3,1,2,3,2,3,4,2
6289,4,1,9,21,43,16623,2,1964,1,1,1,1,10000.0,1,120.0,160.0,100.0,4,4,4,1,2,3,1,3,2,20000.0,2,2,1,2,3,3,2,4,2
6290,4,1,2,3,10,16639,2,1976,1,1,1,4,35259.56261583267,1,360.0,160.0,102.0,4,4,5,1,5,4,2,2,7,70000.0,3,3,1,1,3,2,1,3,2
6291,5,2,19,57,93,16635,2,1965,1,1,1,1,0.0,1,15.0,150.0,110.0,4,4,5,1,4,4,1,2,5,70000.0,5,3,1,1,3,2,2,4,2
6292,3,1,12,32,56,16650,2,1964,1,1,1,6,20000.0,1,89.0,164.0,135.0,3,5,5,5,4,5,1,2,3,30000.0,3,2,1,2,3,3,2,3,3
6293,5,2,16,44,75,16641,2,1960,1,0,3,6,13000.0,1,400.0,150.0,80.0,5,5,5,1,5,5,1,4,5,100000.0,6,3,1,2,3,1,2,4,2
6294,5,2,9,22,44,16620,2,1942,1,1,1,1,0.0,1,86.0,150.0,86.0,2,4,4,1,4,2,1,4,3,73913.19252285441,2,3,1,2,3,3,1,5,1
6295,4,1,2,4,11,16473,1,1993,1,1,1,12,100000.0,1,100.0,170.0,120.0,4,3,4,5,3,3,2,4,6,200000.0,1,3,1,2,1,2,1,3,2
6296,4,2,29,83,126,16639,2,1943,1,1,1,3,600.0,1,90.0,155.0,85.0,2,2,3,1,3,4,1,5,5,20000.0,1,3,1,2,7,3,1,4,2
6297,4,2,5,9,25,16653,2,1962,1,1,1,1,10000.0,1,65.0,156.0,110.0,4,4,5,1,4,4,1,4,5,20000.0,2,3,1,2,4,2,1,5,2
6298,3,2,21,64,101,16636,2,1975,1,1,1,4,10000.0,1,100.0,158.0,100.0,3,3,3,2,2,4,1,3,2,30000.0,3,2,1,2,3,3,3,4,3
6299,3,2,22,67,107,16621,1,1952,1,1,1,3,5000.0,1,85.0,170.0,110.0,3,5,3,1,2,5,2,2,3,5000.0,2,2,1,2,3,3,3,5,3
6300,4,2,2,5,12,16654,2,1958,8,1,1,1,2000.0,1,50.0,150.0,84.0,4,4,4,1,4,4,1,4,4,20000.0,5,3,1,2,7,2,1,4,2
6301,4,1,4,7,20,16718,2,1984,1,1,1,13,35259.56261583267,4,25.0,170.0,100.0,5,5,5,2,4,4,3,2,6,73913.19252285441,2,3,1,1,1,2,2,3,3
6302,5,2,9,22,44,16622,1,1962,1,1,1,6,20000.0,4,130.0,167.0,150.0,5,5,4,1,3,4,1,5,6,20000.0,1,4,1,2,3,2,1,5,2
6303,3,1,26,76,116,16706,2,1968,1,1,1,4,2300.0,1,75.0,156.0,120.0,4,4,3,1,3,4,2,2,3,6000.0,3,2,1,2,3,3,2,3,2
6304,5,1,22,66,105,16627,2,1933,1,1,1,3,700.0,1,70.0,165.0,160.0,4,5,4,1,5,3,1,4,5,72000.0,2,5,2,2,3,1,3,4,2
6305,5,2,17,49,82,16644,2,1948,1,1,1,3,660.0,1,60.0,164.0,148.0,4,3,5,1,4,4,2,4,5,15720.0,2,3,2,2,3,2,1,4,2
6306,4,1,1,1,1,16736,2,1940,1,1,1,7,60000.0,4,120.0,159.0,100.0,3,3,4,5,3,3,3,4,6,140000.0,2,4,0,2,3,1,1,4,2
6307,4,2,24,72,112,16649,1,1968,1,1,1,4,10000.0,1,100.0,170.0,100.0,2,2,3,1,5,4,1,4,4,10000.0,1,2,1,2,3,3,2,3,2
6308,4,2,10,24,46,16642,2,1978,1,1,1,3,20000.0,1,100.0,165.0,110.0,5,5,5,1,5,5,1,1,5,40000.0,3,2,1,1,3,2,1,3,2
6309,3,2,29,83,126,16640,1,1943,1,1,1,3,0.0,1,40.0,165.0,108.0,2,2,4,1,2,3,2,1,3,10000.0,1,3,1,2,7,3,1,5,3
6310,4,1,1,1,5,16694,1,1953,1,1,1,7,50000.0,4,100.0,170.0,130.0,4,4,4,2,3,4,3,4,6,50000.0,1,3,1,2,3,2,2,3,3
6311,4,2,31,88,133,16664,2,1971,1,1,1,4,30000.0,1,45.0,164.0,140.0,4,4,4,2,2,4,4,3,4,60000.0,2,2,1,2,2,2,1,4,2
6312,4,1,19,59,95,16633,1,1952,1,1,1,4,150000.0,1,50.0,174.0,115.0,3,4,4,5,3,4,2,3,3,120000.0,2,4,0,1,3,2,2,3,2
6313,4,2,2,4,11,16646,1,1952,1,1,1,3,2000.0,1,80.0,165.0,120.0,4,4,4,1,3,1,1,4,10,60000.0,5,3,2,2,3,2,1,3,2
6314,5,1,4,7,20,16709,1,1945,1,1,1,6,36000.0,1,68.0,165.0,105.0,4,5,5,4,2,4,4,4,4,100000.0,3,3,0,2,2,1,1,2,2
6315,5,2,21,61,97,16632,2,1941,1,1,1,1,0.0,1,160.0,150.0,130.0,2,2,4,1,5,4,1,4,5,450.0,2,4,1,2,3,1,1,3,2
6316,4,2,18,52,86,16634,2,1956,1,1,1,1,0.0,1,95.0,153.0,95.0,2,2,4,1,3,3,1,3,5,35000.0,7,3,1,2,3,2,1,4,3
6317,4,1,5,11,27,16643,1,1982,1,1,1,6,50000.0,1,70.0,172.0,142.0,4,5,3,2,2,4,3,3,5,100000.0,2,3,0,2,3,2,1,3,3
6318,4,2,10,28,51,16644,2,1953,1,0,7,3,0.0,1,150.0,150.0,90.0,4,4,4,1,2,3,4,4,1,2500.0,2,3,1,2,3,3,2,4,2
6319,4,2,13,36,67,16697,2,1963,1,1,1,1,0.0,1,300.0,155.0,110.0,4,4,4,1,3,3,3,4,3,20000.0,4,2,2,2,6,3,3,3,2
6320,4,2,26,74,114,16655,2,1949,1,1,1,3,35259.56261583267,1,120.0,158.0,90.0,4,5,4,1,5,2,1,2,3,73913.19252285441,1,3,1,2,7,2,2,3,2
6321,5,1,19,57,93,16633,1,1989,1,1,1,4,200000.0,1,110.0,160.0,138.0,5,5,5,1,3,3,2,4,5,250000.0,4,3,1,1,3,2,1,3,2
6322,3,2,26,74,114,16655,1,1947,1,1,1,1,6000.0,1,180.0,165.0,120.0,4,4,5,1,4,1,1,3,5,20000.0,1,3,1,2,7,2,1,4,2
6323,4,2,5,8,24,16652,2,1963,1,1,1,3,0.0,1,90.0,158.0,120.0,4,4,4,1,2,2,2,4,4,20000.0,2,3,1,2,3,2,2,3,2
6324,5,1,10,25,47,16642,2,1974,1,1,1,3,0.0,1,100.0,172.0,160.0,5,4,4,1,2,4,1,1,1,40000.0,5,2,1,2,3,3,2,4,3
6325,4,2,16,45,76,16643,2,1987,1,1,1,4,0.0,1,87.0,162.0,104.0,5,4,4,1,4,3,2,2,6,73913.19252285441,3,3,1,2,3,2,2,3,2
6326,2,1,12,32,60,16646,1,1975,1,1,1,3,5000.0,1,70.0,170.0,120.0,4,4,2,1,2,3,2,1,5,7000.0,3,2,1,2,3,3,2,3,3
6327,4,1,12,32,57,16687,2,1997,1,1,3,6,20000.0,2,90.0,152.0,90.0,4,5,5,1,1,3,2,2,2,73913.19252285441,4,3,1,2,1,2,3,3,3
6328,4,1,21,61,97,16636,2,1970,1,0,4,4,0.0,1,130.0,160.0,120.0,5,5,4,4,3,4,4,4,5,73913.19252285441,3,3,1,2,3,2,1,3,2
6329,2,2,31,87,130,16662,1,1941,3,1,1,1,10000.0,1,90.0,173.0,110.0,4,4,4,1,3,3,1,3,4,20000.0,4,2,1,2,3,3,2,4,3
6330,3,1,1,1,4,16703,1,1975,1,1,1,4,65000.0,1,89.0,175.0,130.0,4,4,4,2,2,2,2,3,6,65000.0,1,3,0,2,1,2,2,3,2
6331,2,1,11,29,52,16634,2,1975,1,1,1,4,40000.0,1,200.0,167.0,120.0,5,5,4,1,2,3,3,2,5,60000.0,3,3,1,1,3,2,2,4,2
6332,2,1,19,57,91,16636,1,1964,1,1,1,1,25000.0,1,30.0,167.0,140.0,2,2,2,1,2,2,2,3,2,50000.0,2,2,0,2,3,3,2,2,2
6333,4,2,18,52,86,16635,1,1971,1,1,3,4,25000.0,1,260.0,173.0,170.0,5,5,5,1,4,4,4,2,7,45000.0,5,3,1,2,3,2,1,4,2
6334,4,2,21,62,98,16633,2,1969,1,1,1,3,35259.56261583267,1,240.0,160.0,110.0,4,4,4,1,2,3,1,4,4,40000.0,4,3,1,2,3,2,2,3,2
6335,3,1,5,8,24,16651,2,1981,1,1,1,6,12000.0,1,66.0,162.0,112.0,3,4,4,2,3,3,2,2,3,12000.0,2,2,1,2,6,3,1,4,3
6336,1,2,17,50,83,16643,2,1954,1,1,1,1,4000.0,1,200.0,175.0,120.0,1,1,3,1,2,3,1,5,2,5000.0,4,2,2,2,3,3,2,3,3
6337,4,1,16,47,79,16639,1,1957,1,1,1,6,30000.0,1,100.0,168.0,100.0,4,3,3,2,3,3,3,4,5,30000.0,2,3,1,2,3,2,1,4,2
6338,5,1,4,7,21,16708,2,1939,1,1,1,4,200000.0,4,58.0,158.0,112.0,3,5,5,5,4,5,4,4,6,400000.0,1,3,1,1,7,1,2,4,2
6339,4,1,11,29,52,16631,1,1958,1,1,1,6,0.0,1,124.0,175.0,160.0,2,3,4,2,3,4,2,2,5,73913.19252285441,2,4,2,1,3,1,1,2,2
6340,3,1,12,32,59,16655,2,1954,1,1,1,4,20000.0,1,30.0,158.0,98.0,3,4,3,1,4,4,2,2,5,40000.0,2,2,1,2,3,2,2,3,2
6341,2,1,1,1,3,16698,1,1970,1,1,1,12,96000.0,4,28.8,170.0,130.0,4,4,4,5,4,4,4,2,6,132000.0,3,3,1,2,3,2,2,4,3
6342,4,1,15,42,73,16629,2,1988,1,0,1,4,0.0,1,100.0,150.0,130.0,4,4,4,1,5,5,2,3,6,50000.0,1,3,2,2,3,2,1,3,2
6343,4,2,17,49,82,16644,2,1967,1,1,1,4,12000.0,4,40.0,158.0,120.0,5,5,1,1,5,4,4,2,3,20000.0,4,2,1,2,3,3,1,5,3
6344,2,2,2,3,10,16641,2,1960,4,0,9,1,1000.0,2,300.0,165.0,120.0,2,3,3,1,2,4,1,2,4,1000.0,6,2,1,2,3,3,1,3,2
6345,4,2,29,83,126,16639,2,1959,1,1,1,4,4000.0,1,80.0,158.0,100.0,4,5,5,1,2,3,1,2,4,30000.0,3,3,1,2,3,3,1,4,2
6346,4,1,7,18,36,16653,2,1955,1,1,1,6,20000.0,1,43.0,160.0,180.0,2,2,3,2,3,4,2,3,6,80000.0,3,4,1,2,3,2,2,4,3
6347,4,2,10,25,47,16645,2,1991,1,1,1,12,15000.0,2,80.0,170.0,114.0,4,5,3,1,2,5,4,3,5,35000.0,3,2,1,2,1,3,2,5,2
6348,4,2,18,52,86,16634,2,1955,1,0,7,1,8000.0,1,100.0,155.0,100.0,4,4,4,1,5,2,2,4,5,8000.0,4,3,1,2,3,2,1,4,2
6349,4,2,5,9,25,16651,2,1979,1,1,1,4,20000.0,1,85.0,160.0,120.0,5,5,5,1,2,2,2,4,5,40000.0,5,3,1,2,3,2,2,5,2
6350,4,2,16,45,76,16643,1,1960,1,1,1,6,0.0,1,100.0,180.0,140.0,4,4,3,1,4,4,1,3,5,0.0,3,3,1,2,3,2,2,3,2
6351,5,1,5,8,23,16646,1,1958,1,1,1,12,130000.0,4,30.0,182.0,180.0,4,2,5,2,4,3,4,4,7,200000.0,1,4,3,2,3,2,1,4,2
6352,4,1,28,81,121,16647,2,1977,1,1,1,1,0.0,1,70.0,165.0,110.0,4,4,4,2,3,3,1,4,5,40000.0,2,2,1,2,3,3,2,3,2
6353,5,1,5,8,23,16648,2,1950,1,1,2,4,24000.0,1,62.0,158.0,90.0,2,5,3,2,3,3,1,4,4,40000.0,2,2,1,2,3,3,1,4,2
6354,5,1,15,40,71,16628,1,1982,1,1,1,10,20000.0,1,90.0,178.0,132.0,4,5,3,5,2,3,3,1,1,40000.0,2,2,1,2,3,2,2,4,2
6355,5,2,19,57,92,16634,2,1955,1,1,4,3,37200.0,1,360.0,166.0,120.0,5,4,4,4,3,4,1,4,7,80000.0,3,4,1,2,3,2,1,4,1
6356,4,2,9,22,44,16622,2,1963,1,1,1,1,1000.0,1,60.0,165.0,160.0,4,4,3,1,4,4,1,4,5,50000.0,1,3,1,2,3,2,1,4,2
6357,3,1,12,32,57,16641,1,1980,1,1,1,9,30000.0,1,95.0,170.0,130.0,3,4,4,5,2,3,2,2,5,84000.0,3,2,1,2,4,2,2,4,2
6358,5,2,18,54,88,16628,1,1967,1,0,6,4,15000.0,1,260.0,160.0,120.0,2,2,3,1,3,2,2,4,6,30000.0,6,3,2,2,3,1,1,4,2
6359,4,1,6,15,31,16655,1,1963,1,1,3,4,30000.0,1,120.0,158.0,120.0,4,4,3,1,3,3,2,4,3,50000.0,2,3,1,2,3,2,1,3,2
6360,4,2,19,57,92,16635,1,1974,1,0,1,4,80000.0,1,444.1014000000002,170.0,164.0,4,4,4,1,4,3,2,4,5,110000.0,6,3,1,1,3,2,1,3,2
6361,4,1,22,66,106,16628,1,1985,1,1,1,6,70000.0,1,110.0,175.0,130.0,4,5,4,1,3,3,1,3,4,300000.0,4,2,1,2,3,3,2,3,2
6362,4,2,16,46,78,16647,2,1985,1,1,1,4,5600.0,1,120.0,160.0,120.0,5,4,4,1,2,3,1,3,6,38000.0,5,3,1,2,3,3,2,3,2
6363,4,1,7,18,39,16657,2,1982,1,1,1,10,40000.0,1,62.0,170.0,72.0,5,5,5,2,1,3,1,4,6,100000.0,3,3,1,1,3,2,2,4,2
6364,4,1,22,67,107,16624,1,1935,1,1,1,4,28800.0,4,130.0,169.0,110.0,4,4,4,2,3,3,2,2,5,40000.0,1,2,1,2,7,3,1,4,2
6365,4,2,18,54,88,16629,2,1930,1,1,1,1,35259.56261583267,1,30.0,156.0,90.0,3,3,4,1,4,3,1,4,3,73913.19252285441,1,2,1,2,3,3,1,3,2
6366,4,1,12,32,60,16649,1,1979,1,1,1,12,60000.0,1,150.0,161.0,149.0,2,4,4,4,2,4,2,3,6,60000.0,2,3,0,2,3,2,2,4,2
6367,5,2,17,50,83,16643,2,1974,1,1,1,4,10000.0,1,300.0,158.0,140.0,4,4,5,1,5,4,1,3,5,20000.0,3,3,1,2,4,2,2,3,2
6368,4,2,13,35,65,16698,1,1977,6,1,1,4,3500.0,1,300.0,173.0,128.0,4,4,5,1,5,5,1,4,5,7500.0,4,3,1,1,3,2,2,3,2
6369,5,1,9,23,45,16621,2,1969,1,1,1,9,36000.0,1,200.0,155.0,88.0,5,5,5,4,3,3,5,4,7,120000.0,3,4,1,1,3,2,2,4,3
6370,4,2,2,4,11,16646,2,1980,1,1,1,3,35259.56261583267,1,260.0,158.0,86.0,2,2,2,1,4,2,1,3,4,73913.19252285441,3,3,1,2,3,2,2,4,2
6371,4,2,16,47,79,16642,2,1949,1,1,1,1,0.0,1,103.0,150.0,120.0,2,3,3,1,2,1,1,4,2,40000.0,5,2,2,2,3,3,2,3,2
6372,4,1,18,52,85,16638,1,1994,1,1,1,10,0.0,2,300.0,175.0,125.0,5,5,4,2,2,4,2,3,6,50000.0,4,3,1,2,1,3,2,4,3
6373,4,1,18,55,89,16641,2,1946,1,1,1,1,720.0,1,50.0,156.0,116.0,4,4,4,1,4,4,1,4,5,26000.0,2,3,1,2,3,2,1,4,2
6374,4,1,4,7,20,16709,2,1977,1,1,1,10,40000.0,1,40.0,163.0,114.0,4,5,5,4,2,3,3,4,3,120000.0,3,2,1,2,3,3,2,4,3
6375,4,1,4,7,19,16710,1,1954,1,1,1,4,24000.0,4,97.0,170.0,156.0,5,5,5,5,2,4,2,3,5,180000.0,5,3,1,2,3,3,2,4,2
6376,4,2,18,53,87,16631,2,1945,1,1,1,1,2000.0,1,100.0,156.0,100.0,3,3,3,1,1,1,1,4,5,2000.0,2,3,1,2,3,2,1,4,1
6377,5,1,21,63,99,16631,2,1966,1,1,1,3,50000.0,1,130.0,160.0,130.0,4,3,3,1,2,2,1,1,3,50000.0,2,3,1,2,3,2,2,4,2
6378,5,2,21,62,98,16631,1,1954,8,1,1,6,12000.0,1,225.0,160.0,110.0,4,5,5,1,5,4,3,4,8,350000.0,2,3,3,1,3,2,2,4,2
6379,4,2,16,47,79,16642,1,1986,1,1,1,4,50000.0,1,300.0,170.0,130.0,4,4,5,1,4,3,1,4,4,100000.0,5,3,1,2,3,2,1,3,2
6380,4,2,5,8,24,16652,2,1951,1,1,1,1,6000.0,1,90.0,164.0,160.0,4,4,4,1,5,4,2,4,5,12000.0,2,3,1,2,3,2,2,4,2
6381,4,1,9,23,45,16621,1,1964,1,1,1,4,80000.0,1,125.0,160.0,114.0,5,4,4,2,3,3,3,3,5,150000.0,4,4,1,1,3,1,2,5,2
6382,4,2,31,87,130,16663,1,1988,1,1,1,5,30000.0,1,80.0,179.0,130.0,5,5,4,1,4,4,1,4,4,30000.0,3,2,1,2,3,2,2,4,2
6383,4,1,28,81,121,16647,1,1966,1,1,1,3,20000.0,1,50.0,170.0,110.0,4,4,3,4,3,4,3,4,3,40000.0,3,3,1,2,3,2,2,3,2
6384,4,2,29,83,126,16639,2,1996,1,1,1,8,0.0,2,170.0,162.0,100.0,4,3,3,1,3,4,3,4,5,20000.0,2,3,1,2,1,2,2,4,2
6385,4,1,4,7,21,16706,1,1956,1,1,1,6,55000.0,1,97.0,162.0,124.0,5,5,5,5,3,4,5,3,6,100000.0,3,3,2,1,2,2,2,3,2
6386,3,1,7,18,36,16651,1,1991,1,1,1,6,30000.0,1,14.58986,170.0,140.0,4,5,5,2,1,3,3,3,1,30000.0,2,3,1,2,1,2,2,3,1
6387,5,1,27,80,120,16646,1,1965,1,1,1,12,36000.0,1,60.0,170.0,150.0,5,5,5,2,4,3,4,4,1,50000.0,3,2,1,2,3,2,2,4,2
6388,3,1,22,67,107,16625,1,1970,8,1,3,4,24000.0,1,48.0,160.0,140.0,3,3,3,4,3,3,2,3,3,24000.0,4,2,1,2,3,2,1,3,3
6389,4,1,16,44,75,16642,1,1946,1,1,1,1,25000.0,1,120.0,165.0,120.0,4,4,4,1,1,3,1,3,4,25000.0,4,2,1,2,3,2,1,4,2
6390,3,1,4,7,20,16712,1,1993,1,1,1,12,6000.0,2,60.0,173.0,110.0,2,4,4,2,2,4,4,2,3,6000.0,1,2,0,2,1,2,2,2,2
6391,4,1,17,48,80,16643,2,1978,1,1,1,4,0.0,1,91.0,158.0,80.0,4,3,3,2,2,3,3,3,5,40000.0,3,3,1,1,3,2,2,3,2
6392,5,1,5,11,27,16643,1,1990,1,1,1,5,14000.0,2,58.0,172.0,160.0,2,3,4,2,3,3,2,4,5,75000.0,1,2,1,2,1,3,2,2,2
6393,1,2,15,41,72,16630,1,1968,1,1,1,3,3800.0,1,50.0,155.0,100.0,3,4,5,1,2,4,1,3,4,3800.0,1,2,1,2,1,3,3,3,2
6394,3,1,6,15,31,16655,2,1996,1,1,1,6,0.0,2,100.0,166.0,110.0,4,3,3,1,2,2,2,3,4,100000.0,1,3,1,1,1,2,2,3,2
6395,4,1,16,46,77,16643,2,1969,1,1,1,3,0.0,1,90.0,163.0,118.0,4,4,4,1,3,3,1,2,7,80000.0,5,4,1,2,3,2,1,4,2
6396,4,1,27,79,119,16641,2,1977,1,1,1,4,10000.0,1,70.0,160.0,125.0,3,5,5,2,2,4,1,4,5,20000.0,3,3,1,1,3,2,2,3,2
6397,5,1,7,18,34,16652,2,1987,1,1,1,10,55000.0,1,24.1,167.0,108.0,5,5,5,1,3,3,2,4,6,169200.0,1,4,1,2,1,1,1,3,2
6398,5,1,18,51,84,16643,1,1945,1,1,1,3,2000.0,1,230.0,174.0,110.0,5,5,5,1,2,4,1,3,5,3000.0,2,3,1,2,3,2,1,3,2
6399,5,1,19,59,95,16630,2,1945,1,0,9,4,25000.0,1,59.0,159.0,118.0,4,4,4,5,1,3,1,3,6,110000.0,2,4,2,2,3,1,1,3,3
6400,4,1,16,44,75,16639,1,1978,1,1,1,1,1500.0,1,95.0,168.0,100.0,4,4,4,4,2,4,1,1,1,1500.0,3,1,1,2,1,3,2,4,3
6401,4,1,7,18,40,16652,1,1946,1,1,1,6,36000.0,4,66.0,170.0,150.0,4,4,4,5,3,4,2,3,4,60000.0,2,2,1,2,3,2,2,4,2
6402,4,1,24,70,110,16646,2,1949,1,0,9,4,0.0,1,130.0,150.0,107.0,2,1,2,4,4,4,1,4,7,0.0,2,2,3,2,7,2,1,5,2
6403,4,1,4,7,16,16709,2,1959,1,1,1,6,2000.0,1,130.0,162.0,112.0,2,5,5,2,3,3,3,2,5,200000.0,4,3,1,1,3,2,2,4,2
6404,4,1,4,7,14,16726,2,1965,1,0,2,12,0.0,1,54.0,158.0,114.0,3,3,5,5,3,4,3,2,7,60000.0,2,3,0,2,4,1,2,3,2
